,location,total_sqft,bath,price,bhk
6668,Whitefield,1550.0,2.0,49.6,3.0
6669,Hoodi,1490.0,3.0,79.0,3.0
6670,other,1520.0,3.0,111.0,3.0
6672,other,1391.0,2.0,64.5,3.0
6673,Rachenahalli,1200.0,2.0,50.0,2.0
6674,other,1200.0,4.0,86.0,4.0
6676,Yelahanka,1322.0,2.0,80.0,2.0
6677,Whitefield,2173.0,3.0,128.0,3.0
6678,Sarjapur  Road,1200.0,2.0,75.0,2.0
6679,Thubarahalli,1200.0,2.0,47.0,2.0
6680,Mysore Road,1170.0,2.0,65.0,2.0
6681,NRI Layout,1125.0,2.0,45.56,2.0
6682,Devanahalli,698.5,1.0,28.57,1.0
6683,other,1250.0,2.0,90.0,2.0
6684,Chandapura,1025.0,2.0,27.68,2.0
6685,Yelahanka,1075.0,2.0,36.0,3.0
6686,other,1900.0,2.0,190.0,3.0
6687,Whitefield,1435.0,3.0,45.0,3.0
6688,Electronics City Phase 1,1175.0,2.0,64.98,2.0
6689,other,1464.0,3.0,56.0,3.0
6690,other,900.0,2.0,33.0,2.0
6691,Electronics City Phase 1,585.0,1.0,21.0,1.0
6692,Jigani,3170.0,5.0,230.0,4.0
6694,Thanisandra,1220.0,2.0,42.0,2.0
6696,Sarjapur  Road,2145.0,3.0,180.0,3.0
6697,Bannerghatta Road,960.0,2.0,58.0,2.0
6698,NGR Layout,907.0,1.0,38.0,1.0
6699,Old Madras Road,1210.0,2.0,74.0,2.0
6701,other,1230.0,2.0,70.0,2.0
6702,5th Phase JP Nagar,1350.0,2.0,75.0,3.0
6703,Kenchenahalli,1150.0,2.0,58.0,2.0
6704,Sarjapur,1404.0,2.0,53.35,3.0
6705,OMBR Layout,1050.0,2.0,48.0,2.0
6707,Yelahanka,1285.0,2.0,56.0,2.0
6708,Hormavu,1018.0,2.0,50.8,2.0
6709,Hoskote,1200.0,3.0,57.0,3.0
6710,Sarjapur  Road,1115.0,2.0,50.0,2.0
6711,other,1600.0,3.0,95.0,3.0
6712,9th Phase JP Nagar,1480.0,2.0,80.0,2.0
6713,Kodichikkanahalli,2500.0,7.0,125.0,5.0
6714,Kaval Byrasandra,480.0,1.0,25.0,1.0
6715,Akshaya Nagar,1435.0,3.0,53.0,3.0
6717,other,600.0,2.0,23.0,1.0
6718,CV Raman Nagar,1590.0,2.0,85.0,3.0
6720,Nagavara,936.0,2.0,40.2,2.0
6721,Banashankari,1181.0,2.0,75.0,2.0
6722,Kengeri,1741.0,3.0,80.0,3.0
6723,JP Nagar,1750.0,3.0,123.0,3.0
6724,Varthur Road,1050.0,2.0,42.7,2.0
6725,Tumkur Road,1027.0,2.0,60.0,2.0
6727,other,3463.0,6.0,310.0,4.0
6728,Sector 2 HSR Layout,1600.0,3.0,70.0,3.0
6729,Hebbal,2790.0,5.0,198.0,4.0
6730,Sahakara Nagar,1000.0,2.0,60.0,2.0
6731,Varthur,1120.0,2.0,44.24,2.0
6732,other,1200.0,2.0,85.0,2.0
6733,other,1200.0,2.0,35.0,2.0
6734,Kasturi Nagar,1570.0,3.0,110.0,3.0
6735,Koramangala,1500.0,3.0,135.0,3.0
6737,Electronic City Phase II,1140.0,2.0,33.84,2.0
6738,Banashankari,1105.0,2.0,90.0,2.0
6739,Electronic City,1200.0,2.0,34.65,2.0
6740,Whitefield,905.0,1.0,62.0,1.0
6742,Kudlu Gate,1185.0,2.0,50.0,2.0
6744,Rayasandra,1458.0,3.0,60.0,3.0
6745,Hormavu,1555.0,3.0,75.0,3.0
6746,other,1200.0,2.0,45.0,2.0
6747,Sarjapur  Road,1308.0,2.0,58.86,2.0
6748,Kudlu,1024.0,2.0,44.0,2.0
6749,Parappana Agrahara,1194.0,2.0,47.0,2.0
6750,Kanakapura,1450.0,3.0,75.0,3.0
6751,Seegehalli,1639.0,3.0,120.0,3.0
6752,Whitefield,1870.0,3.0,138.0,3.0
6753,Hennur Road,1232.0,2.0,87.0,2.0
6755,Chandapura,975.0,2.0,24.86,2.0
6756,other,2000.0,4.0,130.0,3.0
6757,Jakkur,1230.0,2.0,79.0,2.0
6758,other,1350.0,4.0,140.0,4.0
6759,KR Puram,1076.0,2.0,67.0,2.0
6760,Kumaraswami Layout,2400.0,7.0,125.0,7.0
6761,other,995.0,2.0,34.82,3.0
6762,Kodigehaali,2120.0,3.0,177.0,3.0
6765,Electronic City,1096.0,2.0,40.55,2.0
6766,Horamavu Agara,1107.83,2.0,41.51,2.0
6769,8th Phase JP Nagar,1431.5,3.0,72.02,3.0
6770,Whitefield,1320.0,2.0,99.26,2.0
6771,Whitefield,2901.0,4.0,190.0,3.0
6772,GM Palaya,1315.0,2.0,65.0,3.0
6773,other,1000.0,2.0,44.0,2.0
6774,Hosakerehalli,1596.0,3.0,79.8,3.0
6775,Bannerghatta Road,1750.0,3.0,130.0,3.0
6777,Old Madras Road,1350.0,3.0,47.25,3.0
6778,Old Madras Road,4062.5,2.0,341.0,4.0
6779,other,1175.0,2.0,79.0,2.0
6780,Talaghattapura,921.0,2.0,29.47,2.0
6782,Sultan Palaya,1713.0,3.0,125.0,3.0
6783,other,1200.0,2.0,43.0,2.0
6784,8th Phase JP Nagar,1900.0,4.0,90.0,3.0
6785,Kudlu Gate,1664.0,3.0,68.0,3.0
6786,Binny Pete,1795.0,3.0,139.0,3.0
6787,Kereguddadahalli,600.0,1.0,19.5,1.0
6788,Hoodi,1240.0,2.0,65.0,2.0
6789,Hegde Nagar,1965.0,4.0,132.0,3.0
6791,Sarjapur,4111.0,4.0,370.0,4.0
6792,Electronics City Phase 1,1200.0,2.0,59.76,2.0
6793,other,1112.0,2.0,68.0,2.0
6794,Raja Rajeshwari Nagar,3000.0,3.0,60.0,3.0
6795,Mahadevpura,1136.0,2.0,64.5,2.0
6796,Jigani,914.0,2.0,55.0,2.0
6797,Poorna Pragna Layout,1270.0,2.0,50.79,3.0
6798,Rachenahalli,1050.0,2.0,47.25,2.0
6799,Marathahalli,1385.0,2.0,68.5,3.0
6800,other,990.0,2.0,35.0,2.0
6801,Yelahanka,845.0,2.0,43.0,2.0
6802,Whitefield,1485.0,2.0,96.51,2.0
6803,Kanakapura,1460.0,2.0,43.79,3.0
6804,Thanisandra,1450.0,2.0,57.0,2.0
6805,HSR Layout,1360.0,2.0,53.0,3.0
6806,Singasandra,1375.0,2.0,58.0,2.0
6807,Uttarahalli,1125.0,2.0,48.0,2.0
6808,Banashankari,720.0,1.0,60.0,1.0
6809,7th Phase JP Nagar,1460.0,2.0,100.0,3.0
6810,other,1107.0,2.0,40.0,2.0
6811,other,1158.0,2.0,75.0,2.0
6812,Yelachenahalli,800.0,1.0,30.0,2.0
6814,Bhoganhalli,1760.0,3.0,128.0,3.0
6815,other,3200.0,4.0,200.0,4.0
6817,TC Palaya,1350.0,3.0,60.0,3.0
6819,other,1125.0,2.0,32.49,2.0
6820,Frazer Town,1706.0,3.0,154.0,3.0
6821,BTM Layout,1600.0,3.0,112.0,3.0
6822,other,1200.0,2.0,90.0,2.0
6823,Whitefield,1755.0,3.0,101.0,3.0
6824,Hulimavu,1200.0,2.0,50.0,2.0
6825,BEML Layout,1200.0,2.0,67.0,2.0
6826,other,1266.67,2.0,69.0,2.0
6827,other,1800.0,3.0,90.0,3.0
6829,2nd Phase Judicial Layout,1300.0,3.0,64.0,3.0
6832,Mysore Road,1029.5,2.0,50.855,2.0
6833,Raja Rajeshwari Nagar,1128.0,2.0,40.0,2.0
6834,other,2000.0,2.0,160.0,2.0
6835,Panathur,1210.0,2.0,80.0,2.0
6836,Arekere,2710.0,6.0,142.0,4.0
6837,Raja Rajeshwari Nagar,1151.0,2.0,39.0,2.0
6839,other,1464.0,3.0,56.0,3.0
6840,Electronic City,1017.0,2.0,27.0,2.0
6841,Sarjapur  Road,920.0,2.0,40.0,2.0
6844,Munnekollal,1750.0,3.0,86.5,3.0
6845,Dasanapura,1163.0,2.0,65.0,2.0
6846,7th Phase JP Nagar,1650.0,3.0,110.0,3.0
6847,other,1800.0,3.0,95.0,3.0
6848,CV Raman Nagar,1100.0,2.0,58.0,2.0
6849,R.T. Nagar,1200.0,2.0,60.0,2.0
6850,other,1410.0,3.0,65.0,3.0
6851,Begur Road,1933.0,3.0,98.0,3.0
6852,Begur Road,1200.0,2.0,45.6,2.0
6853,Whitefield,1608.0,2.0,63.0,3.0
6854,other,2679.0,5.0,280.0,4.0
6855,Horamavu Banaswadi,1156.0,2.0,46.9,2.0
6856,other,1230.0,2.0,75.0,2.0
6857,Kasavanhalli,770.0,1.0,43.82,1.0
6858,Ardendale,1777.26,3.0,105.0,3.0
6859,Kanakpura Road,1339.0,2.0,85.0,2.0
6860,Sarjapur  Road,3044.0,3.0,183.0,3.0
6861,other,1080.0,2.0,44.8,2.0
6862,other,3150.0,5.0,145.0,8.0
6863,other,2400.0,2.0,135.0,2.0
6864,Hulimavu,1450.0,3.0,72.0,3.0
6865,Kothanur,1075.0,2.0,53.0,2.0
6866,Sarjapur  Road,1163.0,2.0,62.0,3.0
6867,TC Palaya,1200.0,2.0,65.0,2.0
6869,Marathahalli,3090.0,4.0,325.0,4.0
6870,Hebbal,1299.0,2.0,100.0,2.0
6871,Electronic City,1130.0,2.0,32.63,2.0
6872,HRBR Layout,1170.0,2.0,75.0,2.0
6873,JP Nagar,2195.0,2.0,152.0,3.0
6874,Yelahanka,2600.0,4.0,175.0,4.0
6875,KR Puram,1140.0,2.0,43.32,2.0
6876,Kanakpura Road,1900.0,3.0,125.0,3.0
6877,Bommasandra Industrial Area,1090.0,2.0,31.48,2.0
6878,Electronic City,1110.0,2.0,39.95,2.0
6879,Nagavarapalya,705.0,1.0,57.0,1.0
6880,HBR Layout,1089.0,2.0,60.0,2.0
6881,other,880.0,2.0,48.0,2.0
6882,Kereguddadahalli,1080.0,2.0,32.0,2.0
6883,Thanisandra,1093.0,2.0,68.1,2.0
6884,Banashankari Stage III,1480.0,3.0,75.48,3.0
6885,Hegde Nagar,1703.0,3.0,125.0,3.0
6886,Hebbal,1200.0,2.0,60.0,2.0
6887,Marathahalli,1690.0,3.0,116.0,3.0
6888,Yelahanka,1305.0,2.0,78.0,2.0
6889,Talaghattapura,1257.0,2.0,40.22,3.0
6890,other,1150.0,2.0,45.0,2.0
6891,other,1194.0,2.0,55.0,2.0
6892,other,2000.0,3.0,90.0,3.0
6893,Anekal,1500.0,4.0,99.0,3.0
6894,other,1025.0,2.0,42.5,2.0
6895,Horamavu Agara,980.0,2.0,38.19,2.0
6896,Hosakerehalli,1200.0,2.0,100.0,3.0
6897,Whitefield,2225.0,3.0,149.0,3.0
6898,other,1022.0,2.0,57.0,2.0
6900,Narayanapura,1153.0,2.0,45.0,2.0
6901,Pai Layout,1175.0,2.0,60.0,2.0
6902,Vidyaranyapura,1560.0,3.0,68.0,3.0
6903,Yelahanka New Town,650.0,1.0,17.0,1.0
6905,Billekahalli,1350.0,3.0,55.0,2.0
6906,other,1200.0,2.0,76.0,2.0
6907,other,1200.0,1.0,54.0,2.0
6908,Chandapura,800.0,2.0,25.0,2.0
6909,Electronic City,2093.0,4.0,104.0,4.0
6910,Uttarahalli,1320.0,2.0,55.44,3.0
6911,Bannerghatta Road,1275.0,2.0,73.0,2.0
6912,Begur Road,1215.0,2.0,43.13,2.0
6913,Kanakapura,1130.0,2.0,45.2,2.0
6914,Begur Road,1444.0,2.0,71.5,3.0
6915,other,950.0,2.0,38.0,2.0
6917,Banashankari Stage II,1240.0,2.0,59.52,3.0
6919,Hennur,1231.0,2.0,50.0,2.0
6921,Yeshwanthpur,1713.0,3.0,110.0,3.0
6922,Kogilu,1200.0,2.0,53.33,2.0
6923,Sarjapur  Road,3004.0,4.0,158.0,3.0
6924,Sonnenahalli,1310.0,2.0,46.0,3.0
6925,Jalahalli,790.0,2.0,49.5,2.0
6927,other,1605.0,3.0,100.0,3.0
6928,Whitefield,1250.0,2.0,82.0,2.0
6930,Subramanyapura,1260.0,2.0,76.0,3.0
6932,Yelahanka,1180.0,2.0,56.0,2.0
6933,Uttarahalli,1255.0,2.0,50.19,3.0
6934,Electronic City,1025.0,2.0,53.9,2.0
6935,Sarjapur  Road,1877.0,4.0,150.0,3.0
6936,Lakshminarayana Pura,1649.0,3.0,150.0,3.0
6938,Hennur,2500.0,5.0,125.0,5.0
6939,other,1542.0,3.0,98.0,3.0
6940,Thigalarapalya,1418.0,2.0,105.0,2.0
6941,other,1012.0,2.0,42.0,2.0
6942,Chandapura,1200.0,2.0,65.0,2.0
6943,Sarjapur  Road,1115.0,2.0,43.0,2.0
6944,Green Glen Layout,1680.0,4.0,95.0,3.0
6945,Old Madras Road,1171.0,2.0,72.0,2.0
6946,Tumkur Road,1027.0,2.0,68.62,2.0
6947,Shampura,1700.0,3.0,75.0,3.0
6948,Kanakapura,1090.0,2.0,38.15,2.0
6949,Hennur Road,1232.0,2.0,74.0,2.0
6950,Anekal,766.0,2.0,28.0,2.0
6952,Kanakpura Road,525.0,1.0,27.0,1.0
6954,JP Nagar,1452.0,2.0,41.0,3.0
6955,Choodasandra,1254.0,2.0,65.0,3.0
6956,other,3600.0,5.0,110.0,5.0
6957,Kanakpura Road,1593.0,3.0,118.0,3.0
6958,other,1333.0,2.0,77.27,2.0
6959,other,1100.0,3.0,110.0,3.0
6960,Raja Rajeshwari Nagar,1375.0,2.0,54.99,3.0
6961,Ardendale,1650.0,3.0,82.0,3.0
6962,Thanisandra,1430.0,2.0,51.48,3.0
6963,Electronic City,940.0,2.0,54.0,2.0
6964,Electronic City,435.0,1.0,21.0,1.0
6965,Begur Road,1160.0,2.0,36.54,2.0
6966,Electronic City,1500.0,2.0,77.5,3.0
6967,Koramangala,1890.0,2.0,100.0,3.0
6968,other,1050.0,2.0,70.0,2.0
6970,Haralur Road,1027.0,2.0,43.0,2.0
6971,Whitefield,1495.0,2.0,61.28,3.0
6972,Seegehalli,3000.0,4.0,235.0,3.0
6973,Tumkur Road,1459.0,2.0,95.0,3.0
6974,Yelahanka,1711.0,3.0,85.61,3.0
6975,Hoodi,1250.0,2.0,98.0,2.0
6976,Chandapura,645.0,1.0,16.45,1.0
6977,Anandapura,875.0,2.0,57.0,2.0
6978,Ramamurthy Nagar,1334.0,2.0,67.0,2.0
6979,other,1140.0,2.0,32.92,2.0
6980,Sarjapur  Road,1115.0,2.0,50.0,2.0
6983,Thigalarapalya,2072.0,4.0,160.0,3.0
6986,Kengeri Satellite Town,920.0,2.0,39.0,2.0
6987,Chandapura,778.0,2.0,25.29,2.0
6988,Nagasandra,1310.0,3.0,95.0,4.0
6989,Electronic City,1631.0,3.0,80.0,3.0
6990,Kanakpura Road,525.0,1.0,27.5,1.0
6991,Jalahalli,1395.0,3.0,82.0,3.0
6992,other,2000.0,3.0,105.0,3.0
6993,Hennur Road,1232.0,2.0,66.0,2.0
6994,other,1075.0,2.0,55.0,2.0
6995,Gubbalala,1205.0,2.0,70.0,2.0
6997,Rajiv Nagar,2340.0,5.0,129.0,4.0
6998,Rayasandra,1179.0,2.0,55.0,3.0
6999,Kodigehaali,1013.0,2.0,51.0,2.0
7000,Uttarahalli,1160.0,2.0,40.6,2.0
7002,7th Phase JP Nagar,1200.0,2.0,62.5,2.0
7004,Uttarahalli,1255.0,2.0,50.19,3.0
7006,other,1069.0,2.0,55.0,2.0
7007,other,1200.0,3.0,99.0,3.0
7009,Marathahalli,1065.0,2.0,55.0,2.0
7010,Lakshminarayana Pura,1395.0,2.0,75.0,2.0
7011,Hebbal Kempapura,1725.0,2.0,165.0,3.0
7012,other,1007.0,2.0,43.0,2.0
7013,Kengeri,1436.0,2.0,55.0,3.0
7014,other,4250.0,6.0,150.0,6.0
7015,Hebbal,1645.0,3.0,117.0,3.0
7016,Kengeri,1200.0,2.0,58.0,2.0
7017,Mysore Road,940.0,2.0,43.61,2.0
7018,KR Puram,4300.0,6.0,175.0,6.0
7021,Haralur Road,1194.0,2.0,47.0,2.0
7023,Dodda Nekkundi,1829.0,3.0,125.0,3.0
7024,Whitefield,1800.0,4.0,178.0,4.0
7025,other,1000.0,2.0,60.0,2.0
7026,other,5720.0,3.0,350.0,3.0
7028,other,675.0,1.0,15.0,2.0
7029,Hebbal,1390.0,2.0,95.0,2.0
7030,Lakshminarayana Pura,1500.0,3.0,104.0,3.0
7031,Vijayanagar,2047.0,3.0,136.0,3.0
7032,Jakkur,1202.0,2.0,79.0,2.0
7033,other,1012.0,2.0,59.0,2.0
7034,Gunjur,2132.0,3.0,80.0,3.0
7036,Whitefield,605.0,1.0,40.0,1.0
7037,Harlur,1331.0,2.0,88.0,2.0
7038,Margondanahalli,1200.0,2.0,69.0,2.0
7043,other,1280.0,2.0,49.0,3.0
7044,Balagere,1007.0,2.0,62.0,2.0
7045,Thanisandra,1370.0,2.0,61.0,3.0
7046,other,925.0,2.0,35.0,2.0
7047,TC Palaya,1500.0,2.0,75.0,2.0
7048,Attibele,450.0,1.0,12.5,1.0
7050,Hennur Road,1341.0,2.0,95.0,2.0
7051,2nd Phase Judicial Layout,1350.0,2.0,47.25,3.0
7052,Tumkur Road,992.0,2.0,60.0,2.0
7053,Uttarahalli,1163.0,2.0,68.0,2.0
7054,Sarjapur  Road,1229.0,2.0,70.0,2.0
7055,other,600.0,2.0,39.0,2.0
7056,Electronic City Phase II,1219.0,2.0,61.26,2.0
7057,Raja Rajeshwari Nagar,1525.0,2.0,99.13,3.0
7058,Kasavanhalli,1147.0,2.0,60.0,2.0
7059,Akshaya Nagar,1412.0,2.0,88.0,3.0
7061,Sarjapur  Road,1044.0,2.0,34.77,2.0
7062,Nagarbhavi,1190.0,2.0,63.0,2.0
7063,other,1240.0,2.0,65.0,3.0
7064,Jigani,1352.0,3.0,65.0,3.0
7065,other,1100.0,2.0,55.0,2.0
7066,Uttarahalli,1330.0,2.0,39.9,3.0
7067,other,1700.0,3.0,111.0,3.0
7068,Electronic City,1355.0,2.0,67.0,2.0
7069,Ramamurthy Nagar,1200.0,2.0,46.0,2.0
7070,Kengeri,400.0,2.0,25.0,1.0
7071,Sarjapur  Road,1342.0,2.0,70.0,2.0
7072,Begur Road,1615.0,3.0,50.87,3.0
7073,other,1340.0,2.0,65.0,2.0
7074,other,1200.0,2.0,54.0,2.0
7076,Devanahalli,1080.0,2.0,52.0,2.0
7077,other,1600.0,2.0,31.0,2.0
7078,Electronic City,1200.0,2.0,34.0,2.0
7079,Hennur Road,2700.0,3.0,150.0,3.0
7080,other,1780.0,3.0,110.0,3.0
7081,Amruthahalli,1605.0,3.0,65.0,3.0
7084,Kammanahalli,1200.0,2.0,80.0,2.0
7085,Margondanahalli,900.0,2.0,49.0,2.0
7086,Sarjapur,1830.0,3.0,88.0,3.0
7089,other,1800.0,4.0,68.0,5.0
7091,Chandapura,1230.0,2.0,31.37,3.0
7092,Uttarahalli,1065.0,2.0,42.59,2.0
7095,other,900.0,2.0,65.0,3.0
7096,other,946.0,2.0,45.0,2.0
7097,Laggere,1500.0,1.0,60.0,1.0
7098,Sarjapur  Road,1711.0,3.0,110.0,3.0
7100,Chandapura,950.0,2.0,25.65,2.0
7101,Kudlu Gate,1656.0,3.0,80.0,3.0
7102,Uttarahalli,1075.0,2.0,46.76,2.0
7103,Harlur,1752.12,3.0,133.0,3.0
7104,Hebbal,6000.0,8.0,220.0,8.0
7105,other,1540.0,3.0,85.0,3.0
7107,LB Shastri Nagar,665.0,1.0,32.0,1.0
7108,Sector 2 HSR Layout,1665.0,3.0,110.0,3.0
7109,Electronics City Phase 1,1145.0,2.0,54.0,2.0
7110,Whitefield,1185.0,2.0,41.0,2.0
7112,Marathahalli,1693.0,3.0,125.0,3.0
7113,other,2456.0,3.0,220.0,3.0
7115,Uttarahalli,1155.0,2.0,40.6,2.0
7116,other,1610.0,2.0,64.4,3.0
7117,Whitefield,1200.0,3.0,56.58,3.0
7119,EPIP Zone,1709.0,3.0,80.0,3.0
7123,Gottigere,1400.0,2.0,50.0,3.0
7124,KR Puram,1200.0,2.0,42.0,2.0
7125,other,1439.0,3.0,57.23,3.0
7126,Kasavanhalli,1375.0,2.0,72.0,2.0
7128,Vijayanagar,1200.0,2.0,75.0,3.0
7129,Yelahanka,1315.0,2.0,75.0,2.0
7130,Dommasandra,1500.0,2.0,40.0,2.0
7131,Yelahanka,3600.0,6.0,200.0,6.0
7132,Vijayanagar,1178.0,2.0,82.0,2.0
7133,Bannerghatta Road,1430.0,3.0,59.0,3.0
7134,Mahadevpura,1400.0,2.0,65.8,3.0
7135,Thanisandra,1093.0,2.0,72.0,2.0
7136,Horamavu Banaswadi,1200.0,2.0,45.0,2.0
7137,Magadi Road,5000.0,6.0,360.0,5.0
7139,Whitefield,2210.0,3.0,156.0,3.0
7140,Uttarahalli,1150.0,2.0,70.0,2.0
7141,other,1435.0,2.0,60.0,3.0
7143,Whitefield,1173.0,2.0,78.2,2.0
7144,Thanisandra,1140.0,2.0,39.0,2.0
7145,other,1717.0,3.0,120.0,3.0
7146,Mallasandra,1325.0,2.0,65.0,2.0
7147,Hoodi,1370.0,3.0,67.0,3.0
7149,other,1409.0,2.0,62.0,3.0
7150,Bellandur,1200.0,2.0,52.0,2.0
7151,Thanisandra,1200.0,2.0,53.5,2.0
7152,Whitefield,1740.0,4.0,130.0,3.0
7153,Hennur Road,1232.0,2.0,88.0,2.0
7154,Chandapura,1200.0,2.0,36.0,2.0
7155,Whitefield,5924.0,4.0,625.0,4.0
7156,other,1250.0,2.0,50.0,2.0
7158,Bommanahalli,2100.0,4.0,85.0,4.0
7159,5th Phase JP Nagar,552.0,1.0,23.5,1.0
7160,Uttarahalli,1065.0,2.0,42.59,3.0
7162,other,1225.0,2.0,65.0,2.0
7163,other,650.0,1.0,16.0,1.0
7164,Padmanabhanagar,1067.0,2.0,52.0,2.0
7165,Sarjapur,1364.0,2.0,56.0,3.0
7166,other,1750.0,3.0,75.0,3.0
7167,Bannerghatta Road,1240.0,2.0,71.0,2.0
7168,Hulimavu,1200.0,2.0,75.0,2.0
7169,Kaggadasapura,1540.0,3.0,75.0,3.0
7170,other,1504.0,2.0,102.0,3.0
7171,other,1116.0,2.0,49.8,2.0
7172,Hennur Road,2365.0,4.0,175.0,3.0
7173,Sarjapura - Attibele Road,1308.0,2.0,37.0,2.0
7174,Vijayanagar,864.0,2.0,45.0,2.0
7176,Hoskote,1069.0,2.0,38.0,3.0
7177,Hebbal,1333.0,2.0,100.0,2.0
7178,other,1800.0,4.0,145.0,4.0
7179,Devanahalli,6136.0,4.0,550.0,4.0
7180,Thanisandra,1698.0,3.0,107.0,3.0
7181,JP Nagar,1275.0,2.0,43.6,3.0
7182,Raja Rajeshwari Nagar,1060.0,2.0,48.0,2.0
7183,Hennur,1160.0,2.0,49.0,2.0
7184,Sarjapur  Road,1484.0,2.0,65.0,3.0
7187,Hennur Road,1310.0,2.0,66.0,2.0
7189,other,3000.0,4.0,240.0,4.0
7190,Varthur,2145.0,3.0,165.0,3.0
7191,Marathahalli,1693.0,3.0,125.0,3.0
7192,Jigani,1230.0,3.0,60.0,3.0
7194,Bommasandra Industrial Area,1310.0,2.0,37.83,3.0
7195,other,1150.0,2.0,60.0,2.0
7196,Munnekollal,1385.0,2.0,66.5,3.0
7197,Tumkur Road,1066.0,2.0,52.5,2.0
7198,Thanisandra,2293.0,3.0,80.26,3.0
7200,other,1625.0,3.0,92.0,3.0
7201,Vittasandra,1246.0,2.0,67.4,2.0
7203,other,2400.0,4.0,250.0,4.0
7204,Raja Rajeshwari Nagar,3900.0,6.0,195.0,6.0
7205,7th Phase JP Nagar,1000.0,2.0,70.65,2.0
7206,Nagavarapalya,907.0,2.0,38.0,2.0
7207,Ulsoor,3500.0,4.0,138.0,4.0
7208,Varthur,1395.0,2.0,79.0,3.0
7209,other,1180.0,2.0,50.0,2.0
7210,Banaswadi,1903.0,6.0,140.0,5.0
7211,Electronic City,1175.0,2.0,47.0,2.0
7212,other,1272.0,2.0,51.5,2.0
7213,other,1490.0,2.0,92.0,3.0
7214,Yeshwanthpur,1144.0,2.0,67.0,2.0
7215,other,2400.0,5.0,140.0,4.0
7216,Hormavu,1143.0,2.0,53.0,2.0
7217,Karuna Nagar,2500.0,3.0,190.0,3.0
7218,Whitefield,1216.0,2.0,75.0,2.0
7219,other,1044.0,2.0,60.0,2.0
7220,Prithvi Layout,1352.0,3.0,93.0,2.0
7221,Hennur Road,1552.0,3.0,75.0,3.0
7222,Bellandur,1785.0,3.0,120.0,3.0
7223,Pai Layout,810.0,2.0,34.5,2.0
7224,Banashankari Stage V,1650.0,3.0,51.98,3.0
7225,other,1595.0,3.0,70.39,3.0
7226,Whitefield,1060.0,2.0,35.0,2.0
7227,Babusapalaya,1410.0,2.0,65.0,3.0
7228,Nagarbhavi,1523.0,2.0,56.0,3.0
7229,Kanakpura Road,1591.0,3.0,122.0,3.0
7230,other,1640.0,3.0,84.0,3.0
7231,Yelahanka New Town,450.0,1.0,16.0,1.0
7232,Bannerghatta Road,1305.0,2.0,60.0,3.0
7233,Yelahanka,1590.0,3.0,54.0,3.0
7234,Kaggadasapura,1240.0,2.0,45.0,2.0
7235,other,1200.0,2.0,54.0,2.0
7236,Dodda Nekkundi,1100.0,2.0,41.16,2.0
7238,Sarjapur  Road,1115.0,2.0,50.0,2.0
7239,Bisuvanahalli,845.0,2.0,33.0,2.0
7241,Channasandra,1310.0,2.0,45.0,3.0
7242,Yelahanka,26136.0,1.0,150.0,1.0
7243,other,959.0,2.0,42.5,2.0
7245,Kambipura,883.0,2.0,37.0,2.0
7246,Rachenahalli,1050.0,2.0,55.5,2.0
7247,Yelahanka,1390.0,2.0,70.21,2.0
7249,Kenchenahalli,1280.0,2.0,69.0,3.0
7251,Yelahanka,1614.0,3.0,95.0,3.0
7252,Kasturi Nagar,1000.0,2.0,58.0,2.0
7253,Marathahalli,1196.0,2.0,57.9,2.0
7254,Sarjapur  Road,1220.0,3.0,57.0,3.0
7255,Ambalipura,950.0,2.0,31.95,2.0
7257,other,1141.0,2.0,55.0,2.0
7258,5th Phase JP Nagar,1200.0,2.0,51.0,2.0
7259,Kasavanhalli,1380.0,2.0,55.0,3.0
7260,Doddathoguru,855.0,2.0,32.0,2.0
7261,Chandapura,645.0,1.0,16.45,1.0
7262,Chandapura,922.0,2.0,36.0,2.0
7263,other,1200.0,2.0,43.2,2.0
7264,other,1240.0,2.0,65.0,3.0
7265,7th Phase JP Nagar,1070.0,2.0,42.0,2.0
7266,other,1293.0,2.0,75.0,2.0
7267,R.T. Nagar,1380.0,2.0,50.0,3.0
7268,Yelahanka New Town,1599.0,3.0,80.0,3.0
7269,Nehru Nagar,967.0,2.0,41.1,2.0
7270,other,1885.0,3.0,90.0,3.0
7271,other,860.0,2.0,65.5,2.0
7272,Yelahanka,1075.0,1.0,19.5,1.0
7273,Sarjapur  Road,1050.0,2.0,63.5,2.0
7274,Marathahalli,1595.0,3.0,88.0,3.0
7275,Sarjapur  Road,1350.0,2.0,102.0,2.0
7276,Hebbal,1204.0,2.0,45.0,2.0
7277,Sarjapur  Road,2990.0,4.0,240.0,4.0
7278,Sarjapur  Road,1035.0,2.0,49.0,2.0
7279,ITPL,1000.0,2.0,29.95,2.0
7280,Sarjapur  Road,1457.0,3.0,85.0,3.0
7281,Haralur Road,1194.0,2.0,47.0,2.0
7282,Bannerghatta,1100.0,2.0,66.0,2.0
7283,Whitefield,1655.0,3.0,120.0,3.0
7284,Kanakpura Road,1691.2,3.0,115.0,3.0
7285,Ramagondanahalli,1215.0,2.0,46.1,2.0
7286,Kanakpura Road,1155.0,2.0,50.125,2.0
7287,Hoodi,1639.0,3.0,129.0,3.0
7288,Sarjapur  Road,1685.0,3.0,135.0,3.0
7290,Hormavu,1100.0,2.0,38.0,2.0
7291,Marathahalli,2122.0,3.0,125.0,3.0
